intel_id,territory_id,week_number,zylatec_estimated_calls,zylatec_market_share_pct,vexorin_market_share_pct,launch_phase,data_source
INTEL_000606,TER_MI_03,30,31,34.3,16.44,LAST_LAUNCH,Symphony Health
INTEL_000607,TER_MI_03,31,32,35.09,21.67,LAST_LAUNCH,IQVIA
INTEL_000608,TER_MI_03,32,29,31.33,26.14,LAST_LAUNCH,IQVIA
INTEL_000609,TER_MI_03,33,34,34.53,21.16,LAST_LAUNCH,Symphony Health
INTEL_000610,TER_MI_03,34,29,31.71,24.42,LAST_LAUNCH,IQVIA
INTEL_000611,TER_MI_03,35,28,34.11,24.27,LAST_LAUNCH,IQVIA
INTEL_000612,TER_MI_03,36,32,31.54,18.89,LAST_LAUNCH,Symphony Health
INTEL_000613,TER_MI_03,37,33,32.17,27.38,LAST_LAUNCH,IQVIA
INTEL_000614,TER_MI_03,38,25,31.75,27.42,LAST_LAUNCH,IQVIA
INTEL_000615,TER_MI_03,39,29,32.6,18.57,LAST_LAUNCH,IQVIA
INTEL_000616,TER_MI_03,40,27,32.26,19.2,LAST_LAUNCH,Symphony Health
INTEL_000617,TER_MI_03,41,28,33.79,19.9,LAST_LAUNCH,IQVIA
INTEL_000618,TER_MI_03,42,32,33.47,16.96,LAST_LAUNCH,Symphony Health
INTEL_000619,TER_MI_03,43,31,32.34,22.62,LAST_LAUNCH,IQVIA
INTEL_000620,TER_MI_03,44,34,34.52,21.51,LAST_LAUNCH,Symphony Health
INTEL_000621,TER_MI_03,45,31,35.12,17.12,LAST_LAUNCH,IQVIA
INTEL_000622,TER_MI_03,46,34,31.19,27.24,LAST_LAUNCH,IQVIA
INTEL_000623,TER_MI_03,47,29,35.22,23.19,LAST_LAUNCH,Symphony Health
INTEL_000624,TER_MI_03,48,26,36.09,22.46,LAST_LAUNCH,IQVIA
INTEL_000625,TER_MI_03,49,29,30.92,21.11,LAST_LAUNCH,IQVIA
INTEL_000626,TER_MI_03,50,30,31.56,23.96,LAST_LAUNCH,Symphony Health
INTEL_000627,TER_MI_03,51,27,33.45,20.16,LAST_LAUNCH,IQVIA
INTEL_000628,TER_MI_03,52,26,30.63,20.81,LAST_LAUNCH,IQVIA
INTEL_000629,TER_MI_03,1,37,22.71,30.72,CURRENT_LAUNCH,IQVIA
INTEL_000630,TER_MI_03,2,33,23.48,30.55,CURRENT_LAUNCH,IQVIA
INTEL_000631,TER_MI_03,3,38,25.46,29.97,CURRENT_LAUNCH,IQVIA
INTEL_000632,TER_MI_03,4,30,25.77,32.49,CURRENT_LAUNCH,Symphony Health
INTEL_000633,TER_MI_03,5,32,26.78,28.09,CURRENT_LAUNCH,Symphony Health
INTEL_000634,TER_MI_03,6,39,26.71,35.32,CURRENT_LAUNCH,Symphony Health
INTEL_000635,TER_MI_03,7,35,28.35,28.41,CURRENT_LAUNCH,Symphony Health
INTEL_000636,TER_MI_03,8,37,29.79,27.47,CURRENT_LAUNCH,IQVIA
INTEL_000637,TER_MI_03,9,29,31.25,31.57,CURRENT_LAUNCH,IQVIA
INTEL_000638,TER_MI_03,10,29,31.83,32.64,CURRENT_LAUNCH,IQVIA
INTEL_000639,TER_MI_03,11,26,33.29,31.78,CURRENT_LAUNCH,Symphony Health
INTEL_000640,TER_MI_03,12,30,35.01,28.26,CURRENT_LAUNCH,IQVIA
INTEL_000641,TER_MI_03,13,28,34.99,25.43,CURRENT_LAUNCH,IQVIA
INTEL_000642,TER_MI_03,14,28,31.58,28.69,CURRENT_LAUNCH,Symphony Health
INTEL_000643,TER_MI_03,15,26,35.16,27.15,CURRENT_LAUNCH,IQVIA
INTEL_000644,TER_MI_03,16,25,32.46,31.78,CURRENT_LAUNCH,IQVIA
INTEL_000645,TER_MI_03,17,24,31.67,26.05,CURRENT_LAUNCH,IQVIA
INTEL_000646,TER_MI_03,18,27,32.01,25.18,CURRENT_LAUNCH,Symphony Health
INTEL_000647,TER_MI_03,19,26,33.07,30.02,CURRENT_LAUNCH,IQVIA
INTEL_000648,TER_MI_03,20,26,32.45,31.42,CURRENT_LAUNCH,IQVIA
INTEL_000649,TER_MO_01,1,34,28.56,24.12,LAST_LAUNCH,IQVIA
INTEL_000650,TER_MO_01,2,36,30.05,23.31,LAST_LAUNCH,Symphony Health
INTEL_000651,TER_MO_01,3,30,30.95,27.25,LAST_LAUNCH,Symphony Health
INTEL_000652,TER_MO_01,4,31,33.1,18.87,LAST_LAUNCH,Symphony Health
INTEL_000653,TER_MO_01,5,35,33.57,24.39,LAST_LAUNCH,Symphony Health
INTEL_000654,TER_MO_01,6,30,34.44,22.76,LAST_LAUNCH,Symphony Health
INTEL_000655,TER_MO_01,7,35,37.12,21.13,LAST_LAUNCH,Symphony Health
INTEL_000656,TER_MO_01,8,34,36.34,21.22,LAST_LAUNCH,IQVIA
INTEL_000657,TER_MO_01,9,29,39.49,12.68,LAST_LAUNCH,IQVIA
INTEL_000658,TER_MO_01,10,23,39.6,19.22,LAST_LAUNCH,IQVIA
INTEL_000659,TER_MO_01,11,28,36.73,16.38,LAST_LAUNCH,Symphony Health
INTEL_000660,TER_MO_01,12,24,42.28,13.15,LAST_LAUNCH,Symphony Health
INTEL_000661,TER_MO_01,13,27,41.55,16.73,LAST_LAUNCH,IQVIA
INTEL_000662,TER_MO_01,14,23,37.2,13.75,LAST_LAUNCH,Symphony Health
INTEL_000663,TER_MO_01,15,26,41.17,13.84,LAST_LAUNCH,IQVIA
INTEL_000664,TER_MO_01,16,22,40.51,10.09,LAST_LAUNCH,Symphony Health
INTEL_000665,TER_MO_01,17,22,38.86,13.82,LAST_LAUNCH,IQVIA
INTEL_000666,TER_MO_01,18,28,38.65,11.62,LAST_LAUNCH,IQVIA
INTEL_000667,TER_MO_01,19,26,41.82,8.58,LAST_LAUNCH,IQVIA
INTEL_000668,TER_MO_01,20,23,37.38,18.84,LAST_LAUNCH,IQVIA
INTEL_000669,TER_MO_01,21,26,39.65,12.75,LAST_LAUNCH,IQVIA
INTEL_000670,TER_MO_01,22,22,38.5,19.32,LAST_LAUNCH,Symphony Health
INTEL_000671,TER_MO_01,23,24,39.44,16.89,LAST_LAUNCH,Symphony Health
INTEL_000672,TER_MO_01,24,27,40.32,12.74,LAST_LAUNCH,Symphony Health
INTEL_000673,TER_MO_01,25,25,37.93,20.98,LAST_LAUNCH,IQVIA
INTEL_000674,TER_MO_01,26,22,36.88,18.84,LAST_LAUNCH,IQVIA
INTEL_000675,TER_MO_01,27,29,36.67,19.69,LAST_LAUNCH,IQVIA
INTEL_000676,TER_MO_01,28,26,40.91,14.27,LAST_LAUNCH,IQVIA
INTEL_000677,TER_MO_01,29,27,38.91,11.28,LAST_LAUNCH,IQVIA
INTEL_000678,TER_MO_01,30,22,40.29,17.16,LAST_LAUNCH,IQVIA
INTEL_000679,TER_MO_01,31,29,38.2,19.0,LAST_LAUNCH,IQVIA
INTEL_000680,TER_MO_01,32,25,37.82,15.74,LAST_LAUNCH,IQVIA
INTEL_000681,TER_MO_01,33,23,38.64,13.59,LAST_LAUNCH,IQVIA
INTEL_000682,TER_MO_01,34,29,38.56,13.17,LAST_LAUNCH,IQVIA
INTEL_000683,TER_MO_01,35,26,40.49,12.59,LAST_LAUNCH,IQVIA
INTEL_000684,TER_MO_01,36,28,39.9,12.63,LAST_LAUNCH,IQVIA
INTEL_000685,TER_MO_01,37,23,39.15,18.74,LAST_LAUNCH,IQVIA
INTEL_000686,TER_MO_01,38,27,41.31,13.95,LAST_LAUNCH,IQVIA
INTEL_000687,TER_MO_01,39,24,38.56,14.25,LAST_LAUNCH,IQVIA
INTEL_000688,TER_MO_01,40,22,38.73,15.84,LAST_LAUNCH,IQVIA
INTEL_000689,TER_MO_01,41,26,40.09,10.41,LAST_LAUNCH,IQVIA
INTEL_000690,TER_MO_01,42,22,41.3,13.02,LAST_LAUNCH,IQVIA
INTEL_000691,TER_MO_01,43,29,37.48,12.55,LAST_LAUNCH,IQVIA
INTEL_000692,TER_MO_01,44,29,38.59,12.4,LAST_LAUNCH,Symphony Health
INTEL_000693,TER_MO_01,45,24,38.53,20.58,LAST_LAUNCH,IQVIA
INTEL_000694,TER_MO_01,46,26,39.23,11.81,LAST_LAUNCH,IQVIA
INTEL_000695,TER_MO_01,47,25,40.79,18.69,LAST_LAUNCH,IQVIA
INTEL_000696,TER_MO_01,48,24,40.93,17.54,LAST_LAUNCH,IQVIA
INTEL_000697,TER_MO_01,49,29,41.81,14.68,LAST_LAUNCH,Symphony Health
INTEL_000698,TER_MO_01,50,26,39.69,15.09,LAST_LAUNCH,IQVIA
INTEL_000699,TER_MO_01,51,25,37.77,18.95,LAST_LAUNCH,Symphony Health
INTEL_000700,TER_MO_01,52,25,42.29,13.11,LAST_LAUNCH,IQVIA
INTEL_000701,TER_MO_01,1,39,22.2,30.8,CURRENT_LAUNCH,Symphony Health
INTEL_000702,TER_MO_01,2,34,22.84,32.38,CURRENT_LAUNCH,IQVIA
INTEL_000703,TER_MO_01,3,33,24.57,29.64,CURRENT_LAUNCH,IQVIA
INTEL_000704,TER_MO_01,4,37,24.72,29.38,CURRENT_LAUNCH,IQVIA
INTEL_000705,TER_MO_01,5,32,28.15,29.93,CURRENT_LAUNCH,IQVIA
INTEL_000706,TER_MO_01,6,40,25.98,34.43,CURRENT_LAUNCH,Symphony Health
INTEL_000707,TER_MO_01,7,35,30.49,26.13,CURRENT_LAUNCH,Symphony Health
INTEL_000708,TER_MO_01,8,38,30.27,26.24,CURRENT_LAUNCH,Symphony Health
INTEL_000709,TER_MO_01,9,25,33.07,25.72,CURRENT_LAUNCH,Symphony Health
INTEL_000710,TER_MO_01,10,30,35.21,24.99,CURRENT_LAUNCH,IQVIA
INTEL_000711,TER_MO_01,11,31,30.85,28.71,CURRENT_LAUNCH,Symphony Health
INTEL_000712,TER_MO_01,12,26,32.97,28.45,CURRENT_LAUNCH,IQVIA
INTEL_000713,TER_MO_01,13,33,35.24,29.18,CURRENT_LAUNCH,IQVIA
INTEL_000714,TER_MO_01,14,31,31.06,25.97,CURRENT_LAUNCH,IQVIA
INTEL_000715,TER_MO_01,15,31,35.61,25.22,CURRENT_LAUNCH,IQVIA
INTEL_000716,TER_MO_01,16,31,32.6,31.29,CURRENT_LAUNCH,IQVIA
INTEL_000717,TER_MO_01,17,25,30.73,28.65,CURRENT_LAUNCH,IQVIA
INTEL_000718,TER_MO_01,18,32,33.35,27.79,CURRENT_LAUNCH,Symphony Health
INTEL_000719,TER_MO_01,19,28,35.59,24.54,CURRENT_LAUNCH,Symphony Health
INTEL_000720,TER_MO_01,20,25,32.99,27.87,CURRENT_LAUNCH,Symphony Health
INTEL_000721,TER_MO_02,1,30,27.87,27.57,LAST_LAUNCH,Symphony Health
INTEL_000722,TER_MO_02,2,30,29.87,28.8,LAST_LAUNCH,IQVIA
INTEL_000723,TER_MO_02,3,32,29.89,20.56,LAST_LAUNCH,Symphony Health
INTEL_000724,TER_MO_02,4,32,31.99,19.79,LAST_LAUNCH,IQVIA
INTEL_000725,TER_MO_02,5,29,33.95,24.68,LAST_LAUNCH,IQVIA
INTEL_000726,TER_MO_02,6,28,35.73,18.12,LAST_LAUNCH,IQVIA
INTEL_000727,TER_MO_02,7,30,32.81,25.81,LAST_LAUNCH,Symphony Health
INTEL_000728,TER_MO_02,8,27,38.46,13.33,LAST_LAUNCH,IQVIA
INTEL_000729,TER_MO_02,9,25,36.28,20.6,LAST_LAUNCH,IQVIA
INTEL_000730,TER_MO_02,10,23,41.44,16.09,LAST_LAUNCH,Symphony Health
INTEL_000731,TER_MO_02,11,27,40.66,16.55,LAST_LAUNCH,Symphony Health
INTEL_000732,TER_MO_02,12,25,38.3,18.1,LAST_LAUNCH,Symphony Health
INTEL_000733,TER_MO_02,13,28,36.57,17.05,LAST_LAUNCH,IQVIA
INTEL_000734,TER_MO_02,14,27,41.57,8.76,LAST_LAUNCH,IQVIA
INTEL_000735,TER_MO_02,15,25,39.77,17.18,LAST_LAUNCH,IQVIA
INTEL_000736,TER_MO_02,16,25,36.62,14.25,LAST_LAUNCH,Symphony Health
INTEL_000737,TER_MO_02,17,28,38.35,20.95,LAST_LAUNCH,Symphony Health
INTEL_000738,TER_MO_02,18,23,40.62,9.79,LAST_LAUNCH,IQVIA
INTEL_000739,TER_MO_02,19,27,36.83,17.54,LAST_LAUNCH,Symphony Health
INTEL_000740,TER_MO_02,20,25,38.24,13.47,LAST_LAUNCH,IQVIA
INTEL_000741,TER_MO_02,21,24,39.4,20.18,LAST_LAUNCH,Symphony Health
INTEL_000742,TER_MO_02,22,27,39.46,13.59,LAST_LAUNCH,IQVIA
INTEL_000743,TER_MO_02,23,24,38.92,12.19,LAST_LAUNCH,IQVIA
INTEL_000744,TER_MO_02,24,21,36.2,17.19,LAST_LAUNCH,IQVIA
INTEL_000745,TER_MO_02,25,22,36.08,18.56,LAST_LAUNCH,Symphony Health
INTEL_000746,TER_MO_02,26,24,39.88,19.58,LAST_LAUNCH,IQVIA
INTEL_000747,TER_MO_02,27,21,36.62,15.58,LAST_LAUNCH,IQVIA
INTEL_000748,TER_MO_02,28,24,38.27,18.34,LAST_LAUNCH,IQVIA
INTEL_000749,TER_MO_02,29,26,37.98,21.62,LAST_LAUNCH,Symphony Health
INTEL_000750,TER_MO_02,30,23,36.11,15.13,LAST_LAUNCH,IQVIA
INTEL_000751,TER_MO_02,31,21,38.1,19.66,LAST_LAUNCH,Symphony Health
INTEL_000752,TER_MO_02,32,22,37.11,22.61,LAST_LAUNCH,IQVIA
INTEL_000753,TER_MO_02,33,26,37.09,21.49,LAST_LAUNCH,IQVIA
INTEL_000754,TER_MO_02,34,22,40.29,19.43,LAST_LAUNCH,Symphony Health
INTEL_000755,TER_MO_02,35,22,41.47,13.04,LAST_LAUNCH,Symphony Health
INTEL_000756,TER_MO_02,36,23,39.85,13.81,LAST_LAUNCH,Symphony Health
INTEL_000757,TER_MO_02,37,28,37.91,14.57,LAST_LAUNCH,IQVIA
INTEL_000758,TER_MO_02,38,24,39.22,11.29,LAST_LAUNCH,IQVIA
INTEL_000759,TER_MO_02,39,21,40.08,12.41,LAST_LAUNCH,Symphony Health
INTEL_000760,TER_MO_02,40,24,40.18,13.44,LAST_LAUNCH,IQVIA
INTEL_000761,TER_MO_02,41,28,41.33,18.35,LAST_LAUNCH,IQVIA
INTEL_000762,TER_MO_02,42,24,41.19,15.21,LAST_LAUNCH,IQVIA
INTEL_000763,TER_MO_02,43,24,39.46,19.7,LAST_LAUNCH,IQVIA
INTEL_000764,TER_MO_02,44,23,36.18,20.62,LAST_LAUNCH,IQVIA
INTEL_000765,TER_MO_02,45,28,39.78,17.87,LAST_LAUNCH,IQVIA
INTEL_000766,TER_MO_02,46,26,37.5,21.29,LAST_LAUNCH,Symphony Health
INTEL_000767,TER_MO_02,47,26,40.55,11.54,LAST_LAUNCH,Symphony Health
INTEL_000768,TER_MO_02,48,24,38.86,17.61,LAST_LAUNCH,Symphony Health
INTEL_000769,TER_MO_02,49,25,39.63,14.15,LAST_LAUNCH,Symphony Health
INTEL_000770,TER_MO_02,50,23,38.01,17.23,LAST_LAUNCH,IQVIA
INTEL_000771,TER_MO_02,51,24,41.08,13.97,LAST_LAUNCH,IQVIA
INTEL_000772,TER_MO_02,52,27,37.16,20.54,LAST_LAUNCH,IQVIA
INTEL_000773,TER_MO_02,1,32,29.93,30.49,CURRENT_LAUNCH,IQVIA
INTEL_000774,TER_MO_02,2,31,30.76,30.76,CURRENT_LAUNCH,Symphony Health
INTEL_000775,TER_MO_02,3,37,31.86,29.37,CURRENT_LAUNCH,IQVIA
INTEL_000776,TER_MO_02,4,30,32.75,29.25,CURRENT_LAUNCH,IQVIA
INTEL_000777,TER_MO_02,5,37,34.34,29.87,CURRENT_LAUNCH,IQVIA
INTEL_000778,TER_MO_02,6,33,36.14,28.05,CURRENT_LAUNCH,IQVIA
INTEL_000779,TER_MO_02,7,34,38.88,25.32,CURRENT_LAUNCH,IQVIA
INTEL_000780,TER_MO_02,8,33,38.73,25.86,CURRENT_LAUNCH,IQVIA
INTEL_000781,TER_MO_02,9,30,41.22,22.89,CURRENT_LAUNCH,IQVIA
INTEL_000782,TER_MO_02,10,25,38.56,23.12,CURRENT_LAUNCH,IQVIA
INTEL_000783,TER_MO_02,11,28,39.38,25.41,CURRENT_LAUNCH,Symphony Health
INTEL_000784,TER_MO_02,12,29,42.4,23.14,CURRENT_LAUNCH,IQVIA
INTEL_000785,TER_MO_02,13,31,42.92,26.12,CURRENT_LAUNCH,Symphony Health
INTEL_000786,TER_MO_02,14,25,41.15,25.41,CURRENT_LAUNCH,IQVIA
INTEL_000787,TER_MO_02,15,30,41.11,21.25,CURRENT_LAUNCH,Symphony Health
INTEL_000788,TER_MO_02,16,29,39.38,25.45,CURRENT_LAUNCH,IQVIA
INTEL_000789,TER_MO_02,17,28,43.53,24.77,CURRENT_LAUNCH,IQVIA
INTEL_000790,TER_MO_02,18,29,40.15,21.82,CURRENT_LAUNCH,IQVIA
INTEL_000791,TER_MO_02,19,24,42.28,20.57,CURRENT_LAUNCH,IQVIA
INTEL_000792,TER_MO_02,20,30,39.53,24.53,CURRENT_LAUNCH,IQVIA
INTEL_000793,TER_MO_03,1,39,28.13,29.38,LAST_LAUNCH,IQVIA
INTEL_000794,TER_MO_03,2,36,29.33,23.91,LAST_LAUNCH,Symphony Health
INTEL_000795,TER_MO_03,3,38,31.4,24.86,LAST_LAUNCH,IQVIA
INTEL_000796,TER_MO_03,4,33,30.87,23.03,LAST_LAUNCH,IQVIA
INTEL_000797,TER_MO_03,5,34,31.28,23.83,LAST_LAUNCH,IQVIA
INTEL_000798,TER_MO_03,6,35,33.55,17.85,LAST_LAUNCH,IQVIA
INTEL_000799,TER_MO_03,7,40,33.58,21.41,LAST_LAUNCH,IQVIA
INTEL_000800,TER_MO_03,8,32,36.51,22.46,LAST_LAUNCH,IQVIA
INTEL_000801,TER_MO_03,9,30,39.04,15.1,LAST_LAUNCH,Symphony Health
INTEL_000802,TER_MO_03,10,33,38.77,11.71,LAST_LAUNCH,Symphony Health
INTEL_000803,TER_MO_03,11,33,40.45,17.12,LAST_LAUNCH,Symphony Health
INTEL_000804,TER_MO_03,12,33,36.14,20.66,LAST_LAUNCH,Symphony Health
INTEL_000805,TER_MO_03,13,26,41.64,12.16,LAST_LAUNCH,IQVIA
INTEL_000806,TER_MO_03,14,29,38.36,14.21,LAST_LAUNCH,Symphony Health
INTEL_000807,TER_MO_03,15,25,37.03,22.02,LAST_LAUNCH,IQVIA
INTEL_000808,TER_MO_03,16,26,40.42,16.67,LAST_LAUNCH,IQVIA
INTEL_000809,TER_MO_03,17,25,40.99,12.33,LAST_LAUNCH,IQVIA
INTEL_000810,TER_MO_03,18,28,37.54,17.14,LAST_LAUNCH,IQVIA
INTEL_000811,TER_MO_03,19,28,39.4,11.15,LAST_LAUNCH,Symphony Health
INTEL_000812,TER_MO_03,20,31,39.74,15.86,LAST_LAUNCH,IQVIA
INTEL_000813,TER_MO_03,21,27,39.94,13.14,LAST_LAUNCH,IQVIA
INTEL_000814,TER_MO_03,22,28,36.93,19.23,LAST_LAUNCH,IQVIA
INTEL_000815,TER_MO_03,23,31,37.25,13.31,LAST_LAUNCH,Symphony Health
INTEL_000816,TER_MO_03,24,33,38.76,16.46,LAST_LAUNCH,Symphony Health
INTEL_000817,TER_MO_03,25,32,41.53,10.11,LAST_LAUNCH,IQVIA
INTEL_000818,TER_MO_03,26,26,41.23,13.85,LAST_LAUNCH,Symphony Health
INTEL_000819,TER_MO_03,27,29,39.0,14.43,LAST_LAUNCH,Symphony Health
INTEL_000820,TER_MO_03,28,30,38.19,16.52,LAST_LAUNCH,IQVIA
INTEL_000821,TER_MO_03,29,31,40.03,19.57,LAST_LAUNCH,IQVIA
INTEL_000822,TER_MO_03,30,29,37.98,17.79,LAST_LAUNCH,IQVIA
INTEL_000823,TER_MO_03,31,27,38.64,15.05,LAST_LAUNCH,IQVIA
INTEL_000824,TER_MO_03,32,31,37.6,21.16,LAST_LAUNCH,Symphony Health
INTEL_000825,TER_MO_03,33,27,37.05,16.22,LAST_LAUNCH,IQVIA
INTEL_000826,TER_MO_03,34,24,38.67,14.02,LAST_LAUNCH,IQVIA
INTEL_000827,TER_MO_03,35,30,37.2,20.22,LAST_LAUNCH,IQVIA
INTEL_000828,TER_MO_03,36,25,36.66,16.49,LAST_LAUNCH,IQVIA
INTEL_000829,TER_MO_03,37,29,41.16,10.84,LAST_LAUNCH,Symphony Health
INTEL_000830,TER_MO_03,38,26,38.68,18.39,LAST_LAUNCH,IQVIA
INTEL_000831,TER_MO_03,39,25,37.8,17.76,LAST_LAUNCH,IQVIA
INTEL_000832,TER_MO_03,40,30,36.58,19.04,LAST_LAUNCH,Symphony Health
INTEL_000833,TER_MO_03,41,33,37.24,12.92,LAST_LAUNCH,Symphony Health
INTEL_000834,TER_MO_03,42,25,39.97,10.66,LAST_LAUNCH,IQVIA
INTEL_000835,TER_MO_03,43,29,40.34,10.82,LAST_LAUNCH,IQVIA
INTEL_000836,TER_MO_03,44,31,37.35,13.81,LAST_LAUNCH,IQVIA
INTEL_000837,TER_MO_03,45,24,39.67,15.66,LAST_LAUNCH,IQVIA
INTEL_000838,TER_MO_03,46,33,37.42,22.4,LAST_LAUNCH,Symphony Health
INTEL_000839,TER_MO_03,47,31,40.22,17.16,LAST_LAUNCH,IQVIA
INTEL_000840,TER_MO_03,48,27,37.72,18.44,LAST_LAUNCH,IQVIA
INTEL_000841,TER_MO_03,49,25,38.79,12.51,LAST_LAUNCH,IQVIA
INTEL_000842,TER_MO_03,50,25,39.55,16.07,LAST_LAUNCH,Symphony Health
INTEL_000843,TER_MO_03,51,28,39.53,11.13,LAST_LAUNCH,Symphony Health
INTEL_000844,TER_MO_03,52,28,38.09,17.58,LAST_LAUNCH,IQVIA
INTEL_000845,TER_MO_03,1,31,29.68,31.02,CURRENT_LAUNCH,Symphony Health
INTEL_000846,TER_MO_03,2,31,30.61,26.22,CURRENT_LAUNCH,Symphony Health
INTEL_000847,TER_MO_03,3,34,32.25,27.01,CURRENT_LAUNCH,IQVIA
INTEL_000848,TER_MO_03,4,34,34.23,28.32,CURRENT_LAUNCH,Symphony Health
INTEL_000849,TER_MO_03,5,36,33.2,28.48,CURRENT_LAUNCH,Symphony Health
INTEL_000850,TER_MO_03,6,31,37.49,28.35,CURRENT_LAUNCH,IQVIA
INTEL_000851,TER_MO_03,7,34,35.19,28.58,CURRENT_LAUNCH,Symphony Health
INTEL_000852,TER_MO_03,8,38,35.14,23.7,CURRENT_LAUNCH,IQVIA
INTEL_000853,TER_MO_03,9,25,39.72,24.17,CURRENT_LAUNCH,IQVIA
INTEL_000854,TER_MO_03,10,26,38.97,26.72,CURRENT_LAUNCH,IQVIA
INTEL_000855,TER_MO_03,11,25,38.73,22.97,CURRENT_LAUNCH,Symphony Health
INTEL_000856,TER_MO_03,12,30,41.11,27.28,CURRENT_LAUNCH,IQVIA
INTEL_000857,TER_MO_03,13,28,38.17,23.17,CURRENT_LAUNCH,IQVIA
INTEL_000858,TER_MO_03,14,25,40.57,20.03,CURRENT_LAUNCH,IQVIA
INTEL_000859,TER_MO_03,15,25,43.28,22.43,CURRENT_LAUNCH,IQVIA
INTEL_000860,TER_MO_03,16,24,42.98,24.46,CURRENT_LAUNCH,IQVIA
INTEL_000861,TER_MO_03,17,30,38.98,26.44,CURRENT_LAUNCH,IQVIA
INTEL_000862,TER_MO_03,18,24,41.37,24.82,CURRENT_LAUNCH,IQVIA
INTEL_000863,TER_MO_03,19,29,39.71,26.2,CURRENT_LAUNCH,Symphony Health
INTEL_000864,TER_MO_03,20,24,37.71,24.17,CURRENT_LAUNCH,IQVIA
INTEL_000865,TER_PA_01,1,39,30.08,29.15,LAST_LAUNCH,Symphony Health
INTEL_000866,TER_PA_01,2,37,31.35,20.71,LAST_LAUNCH,IQVIA
INTEL_000867,TER_PA_01,3,35,32.67,24.33,LAST_LAUNCH,Symphony Health
INTEL_000868,TER_PA_01,4,32,33.01,18.95,LAST_LAUNCH,IQVIA
INTEL_000869,TER_PA_01,5,31,34.98,15.28,LAST_LAUNCH,IQVIA
INTEL_000870,TER_PA_01,6,34,35.28,17.4,LAST_LAUNCH,IQVIA
INTEL_000871,TER_PA_01,7,32,36.0,18.83,LAST_LAUNCH,IQVIA
INTEL_000872,TER_PA_01,8,34,40.09,12.75,LAST_LAUNCH,Symphony Health
INTEL_000873,TER_PA_01,9,25,43.37,16.52,LAST_LAUNCH,Symphony Health
INTEL_000874,TER_PA_01,10,25,42.77,11.69,LAST_LAUNCH,IQVIA
INTEL_000875,TER_PA_01,11,31,41.02,10.07,LAST_LAUNCH,IQVIA
INTEL_000876,TER_PA_01,12,25,38.52,14.21,LAST_LAUNCH,Symphony Health
INTEL_000877,TER_PA_01,13,26,42.56,10.52,LAST_LAUNCH,IQVIA
INTEL_000878,TER_PA_01,14,28,42.09,8.08,LAST_LAUNCH,IQVIA
INTEL_000879,TER_PA_01,15,30,41.41,14.53,LAST_LAUNCH,IQVIA
INTEL_000880,TER_PA_01,16,31,43.28,9.41,LAST_LAUNCH,IQVIA
INTEL_000881,TER_PA_01,17,28,38.14,18.51,LAST_LAUNCH,IQVIA
INTEL_000882,TER_PA_01,18,25,40.08,19.26,LAST_LAUNCH,Symphony Health
INTEL_000883,TER_PA_01,19,24,43.12,16.3,LAST_LAUNCH,IQVIA
INTEL_000884,TER_PA_01,20,31,42.38,9.0,LAST_LAUNCH,Symphony Health
INTEL_000885,TER_PA_01,21,24,42.08,12.47,LAST_LAUNCH,IQVIA
INTEL_000886,TER_PA_01,22,27,42.87,11.71,LAST_LAUNCH,IQVIA
INTEL_000887,TER_PA_01,23,25,37.75,19.04,LAST_LAUNCH,Symphony Health
INTEL_000888,TER_PA_01,24,30,39.69,15.52,LAST_LAUNCH,IQVIA
INTEL_000889,TER_PA_01,25,29,40.76,10.1,LAST_LAUNCH,IQVIA
INTEL_000890,TER_PA_01,26,26,41.52,15.59,LAST_LAUNCH,Symphony Health
INTEL_000891,TER_PA_01,27,26,40.71,12.8,LAST_LAUNCH,IQVIA
INTEL_000892,TER_PA_01,28,26,38.29,11.91,LAST_LAUNCH,IQVIA
INTEL_000893,TER_PA_01,29,23,41.62,9.35,LAST_LAUNCH,Symphony Health
INTEL_000894,TER_PA_01,30,28,42.82,8.12,LAST_LAUNCH,IQVIA
INTEL_000895,TER_PA_01,31,26,39.58,17.13,LAST_LAUNCH,IQVIA
INTEL_000896,TER_PA_01,32,31,38.02,19.56,LAST_LAUNCH,IQVIA
INTEL_000897,TER_PA_01,33,24,43.49,16.42,LAST_LAUNCH,IQVIA
INTEL_000898,TER_PA_01,34,29,42.81,12.81,LAST_LAUNCH,IQVIA
INTEL_000899,TER_PA_01,35,27,42.39,15.0,LAST_LAUNCH,IQVIA
INTEL_000900,TER_PA_01,36,30,39.23,16.35,LAST_LAUNCH,Symphony Health
INTEL_000901,TER_PA_01,37,31,41.96,12.58,LAST_LAUNCH,IQVIA
INTEL_000902,TER_PA_01,38,31,38.95,12.67,LAST_LAUNCH,Symphony Health
INTEL_000903,TER_PA_01,39,27,39.15,13.65,LAST_LAUNCH,IQVIA
INTEL_000904,TER_PA_01,40,26,39.47,10.75,LAST_LAUNCH,IQVIA
INTEL_000905,TER_PA_01,41,29,42.57,7.98,LAST_LAUNCH,Symphony Health
INTEL_000906,TER_PA_01,42,31,41.11,8.93,LAST_LAUNCH,Symphony Health
INTEL_000907,TER_PA_01,43,28,43.23,14.39,LAST_LAUNCH,IQVIA
INTEL_000908,TER_PA_01,44,31,41.19,17.24,LAST_LAUNCH,IQVIA
